snt_id	term	definition	positive	negative
G11.1_2892036907_6	Imitation learning	imitation learning is a process of learning from demonstrations, also known as 'apprenticeship learning'	Imitation learning is a machine learning paradigm where an agent learns to perform a task by observing demonstrations from an expert rather than relying solely on reward signals.|In imitation learning, the objective is for an agent to mimic the behavior of a demonstrator based on the observed trajectories or actions.	Imitation learning has been applied to various domains such as autonomous driving, robotic manipulation, and natural language processing.|The goal of imitation learning is to enable robots to acquire complex skills and behaviors by imitating human demonstrations.|Imitation learning methods often involve techniques such as behavioral cloning, inverse reinforcement learning, and generative adversarial imitation learning (GAIL).|One of the challenges in imitation learning is to ensure robustness and generalization of learned policies across different environmental conditions.
G11.1_2892036907_10	Computational efficiency	the computational efficiency describes the properties of an algorithm (or software) which relate to the amount of computational resources used by an algorithm (or software). An algorithm (or software) must be analyzed to determine its resource usage	Computational efficiency refers to the ability of a computer system to perform a specific task in the most effective manner possible, using minimal resources such as time, memory, and energy.|In computer science, computational efficiency is a critical factor in the design and implementation of algorithms and software systems, aiming to optimize the use of computing resources.	The computational efficiency of the new algorithm is still under evaluation and comparison with existing methods.|The study focused on the impact of various input parameters on the computational efficiency of the simulation model.|The research paper discusses the trade-off between computational efficiency and accuracy in numerical simulations.|The development of parallel computing architectures has greatly influenced the computational efficiency of large-scale scientific computations.
G11.1_2892036907_11	State-of-the-art method	the state-of-the-art method refers to the state-of-the-art (SOTA, sometimes cutting edge or leading edge) that is the highest level of general development, as of a device, technique, or scientific field achieved at a particular time	A state-of-the-art method refers to the most advanced and cutting-edge technique or approach currently available for solving a particular problem or achieving a specific goal in a given field of study.|In computer science, a state-of-the-art method represents the latest and most innovative solution that has demonstrated superior performance compared to existing methods.	The comparison of the proposed approach with the state-of-the-art method revealed certain limitations of the new technique.|The study aims to identify potential improvements that can be made to the state-of-the-art method for better applicability in real-world scenarios.|The conference presentation highlighted the challenges of adopting the state-of-the-art method in practical industrial settings.|The research survey provides an overview of the evolution of different state-of-the-art methods in the field of machine learning.
G11.1_2892036907_11	Vision based navigation	vision based navigation is a reliable method to maneuver complicated environments with ease	Vision-based navigation refers to the process of navigating an autonomous system, such as a robot or a vehicle, by using visual information from the environment, often through techniques like image processing and computer vision.|In vision-based navigation, the system uses cameras or other visual sensors to perceive the surrounding environment and make navigational decisions based on the captured visual data.	The research compared the performance of vision-based navigation systems with LiDAR-based navigation systems in various environmental conditions.|The use of deep learning techniques has significantly enhanced the capabilities of vision-based navigation systems for unmanned aerial vehicles.|Vision-based navigation algorithms were implemented to improve the localization accuracy of autonomous underwater vehicles in challenging underwater terrains.|The study investigated the impact of environmental factors, such as lighting and weather conditions, on the performance of vision-based navigation systems.
G11.1_2892036907_11	Learning based navigation	learning based navigation refers to a navigation approach where a system learns to navigate and make decisions in its environment through the use of machine learning algorithms	Learning-based navigation involves the use of machine learning and artificial intelligence techniques to enable autonomous systems to learn and improve their navigation capabilities over time.|In learning-based navigation, the system utilizes training data to develop models that can make informed navigational decisions based on the learned patterns and experiences.	The comparison of learning-based navigation with rule-based navigation revealed significant improvements in navigation accuracy and adaptability.|A study investigated the integration of reinforcement learning algorithms into learning-based navigation systems for unmanned ground vehicles in complex terrains.|The research explored the potential of using unsupervised learning methods for feature extraction in learning-based navigation systems for mobile robots.|Learning-based navigation systems have shown promising results in real-world scenarios, especially in dynamic and unpredictable environments.
G03.1_2949291273_3	Machine-voice based attack	a machine-voice based attack refers to a security threat where attackers exploit vulnerabilities in voice-based technologies, using synthetic or manipulated machine-generated voices to deceive, manipulate, or compromise systems	A machine-voice based attack refers to a type of security threat where malicious actors use automated voice technology to manipulate or gain unauthorized access to systems or devices.|The machine-voice based attack leverages voice recognition systems to trick authentication processes and gain unauthorized access to sensitive information or control over devices.	Researchers are exploring new techniques to detect and prevent machine-voice based attacks in smart home devices.|The increasing popularity of voice-controlled devices has raised concerns about the vulnerability of these systems to machine-voice based attacks.
M9_41_1	Lean body mass	lean body mass refers to those non-fat tissues, mainly muscle, bone and minerals, consisting of approximately 73% water, 20% protein and 7% minerals (electrolytes)	Lean body mass refers to the total weight of a person's body minus the weight due to fat. It includes the weight of muscles, bones, organs, and other non-fat components.|In the field of body composition analysis, lean body mass is a key indicator of an individual's muscle mass and overall physical fitness.	Studies have shown a correlation between lean body mass and metabolic rate, highlighting the importance of considering lean body mass in weight management programs.|Athletes often focus on increasing their lean body mass to improve their strength and performance in sports.
M9_41_3	Metabolic stress	metabolic stress is a physiological process that occurs during exercise in response to low energy that leads to metabolite accumulation [lactate, phosphate inorganic (Pi) and ions of hydrogen (H+)] in muscle cells	Metabolic stress is a physiological state in which the body's metabolic processes are challenged or disrupted due to various factors such as exercise, nutrition, or environmental conditions.|During intense physical activity, metabolic stress can lead to the accumulation of metabolic by-products such as lactate, causing fatigue and muscle discomfort.	High-intensity interval training (HIIT) is known to induce metabolic stress, leading to adaptations in skeletal muscle oxidative capacity and mitochondrial function.|Metabolic stress in the context of computer science algorithms refers to the strain on computational resources caused by complex processing tasks.
M9_41_6	Metabolic stress	metabolic stress is a physiological process that occurs during exercise in response to low energy that leads to metabolite accumulation [lactate, phosphate inorganic (Pi) and ions of hydrogen (H+)] in muscle cells	Metabolic stress is a physiological state in which the body's metabolic processes are challenged or disrupted due to various factors such as exercise, nutrition, or environmental conditions.|During intense physical activity, metabolic stress can lead to the accumulation of metabolic by-products such as lactate, causing fatigue and muscle discomfort.	High-intensity interval training (HIIT) is known to induce metabolic stress, leading to adaptations in skeletal muscle oxidative capacity and mitochondrial function.|Metabolic stress in the context of computer science algorithms refers to the strain on computational resources caused by complex processing tasks.
M9_41_4	Powerlifter	powerlifter practices weight training to improve performance in the three competitive lifts—the squat, bench press and deadlift	A powerlifter is an athlete who competes in the sport of powerlifting, which involves three main lifts: squat, bench press, and deadlift.|Powerlifters train to maximize their strength and power in order to lift the heaviest weights possible in competition.	The powerlifter demonstrated exceptional strength and technique during the deadlift portion of the competition, earning a top placement.|Powerlifters often follow specific nutrition and recovery protocols to optimize their performance and muscle recovery.
M9_41_5	Hypertrophic gain	hypertrophic gain is the increase in muscle volume due to an increase in the volume of its component elements (fibres, myofibrils, connective tissue, sarcomeres, contractile proteins, etc.)	Hypertrophic gain refers to the increase in size or capacity of a particular component or system beyond what is necessary for optimal performance.|In computer science, hypertrophic gain can occur when excessive resources are allocated to a specific function or process, resulting in inefficiency and wasted resources.	The study focused on the impact of hypertrophic gain on the performance of the algorithm, particularly in relation to memory utilization and processing speed.|The software exhibited signs of hypertrophic gain, leading to increased energy consumption and reduced overall system efficiency.
M9_41_6	Hypertrophic process	the hypertrophic process is the process that refers to muscular hypertrophy, a biological/physiological event that involves hypertrophy, i.e. an increase in the volume of the cells that make up a tissue, on the various types of muscle tissue. This can be referred to as skeletal muscle hypertrophy, cardiac muscle hypertrophy, or smooth muscle hypertrophy.	A hypertrophic process involves the excessive growth or expansion of a system or component beyond what is necessary for its intended function.|In computer science, a hypertrophic process may lead to inefficiency and resource wastage due to the excessive allocation of resources.	The researchers identified the hypertrophic process within the software architecture, which resulted in suboptimal performance and resource utilization.|The team encountered challenges related to the hypertrophic process during the software development phase, leading to delays in system integration and deployment.
M9_41_6	Mechanical tension	mechanical tension is the combination of the internal forces of the muscle being contracted and the external forces caused by the weight being pulled or pushed	Mechanical tension refers to the force that is experienced by a material when subjected to a pulling or stretching force. It is a key factor in the behavior of materials and structures under different loading conditions.|In computer-aided engineering, the analysis of mechanical tension in structural components is crucial for ensuring the safety and durability of the design.	The simulation results showed that mechanical tension in the metal plate was significantly affected by the variation in temperature and humidity levels, leading to unexpected structural deformations.|The mechanical tension created in the cable during the data transfer process can impact the overall transmission speed and quality of the digital signal.|The study focused on the relationship between mechanical tension and the fatigue life of composite materials in aerospace applications, aiming to optimize the design for enhanced performance.|Understanding the distribution of mechanical tension in the bridge's support cables is essential for determining the maintenance schedule and preventing potential structural failures.
M13_45_1	Stretch training	stretch training is a form of physical exercise in which a specific muscle or tendon (or muscle group) is deliberately expanded and flexed in order to improve the muscle's felt elasticity and achieve comfortable muscle tone	Stretch training involves exercises and routines aimed at improving flexibility, range of motion, and muscle elasticity through various stretching techniques.|The benefits of stretch training include reduced risk of injury, improved athletic performance, and enhanced overall mobility.	In computer science, the term stretch training is used to describe the process of elongating data structures or arrays to accommodate additional elements or nodes.|The stretch training of the network's architecture allows for the adaptation to varying input sizes and dimensions during data processing.
M13_45_2	Stretch training	stretch training is a form of physical exercise in which a specific muscle or tendon (or muscle group) is deliberately expanded and flexed in order to improve the muscle's felt elasticity and achieve comfortable muscle tone	Stretch training involves exercises and routines aimed at improving flexibility, range of motion, and muscle elasticity through various stretching techniques.|The benefits of stretch training include reduced risk of injury, improved athletic performance, and enhanced overall mobility.	In computer science, the term stretch training is used to describe the process of elongating data structures or arrays to accommodate additional elements or nodes.|The stretch training of the network's architecture allows for the adaptation to varying input sizes and dimensions during data processing.
M13_45_3	Stretch training	stretch training is a form of physical exercise in which a specific muscle or tendon (or muscle group) is deliberately expanded and flexed in order to improve the muscle's felt elasticity and achieve comfortable muscle tone	Stretch training involves exercises and routines aimed at improving flexibility, range of motion, and muscle elasticity through various stretching techniques.|The benefits of stretch training include reduced risk of injury, improved athletic performance, and enhanced overall mobility.	In computer science, the term stretch training is used to describe the process of elongating data structures or arrays to accommodate additional elements or nodes.|The stretch training of the network's architecture allows for the adaptation to varying input sizes and dimensions during data processing.
M13_45_4	Stretch training	stretch training is a form of physical exercise in which a specific muscle or tendon (or muscle group) is deliberately expanded and flexed in order to improve the muscle's felt elasticity and achieve comfortable muscle tone	Stretch training involves exercises and routines aimed at improving flexibility, range of motion, and muscle elasticity through various stretching techniques.|The benefits of stretch training include reduced risk of injury, improved athletic performance, and enhanced overall mobility.	In computer science, the term stretch training is used to describe the process of elongating data structures or arrays to accommodate additional elements or nodes.|The stretch training of the network's architecture allows for the adaptation to varying input sizes and dimensions during data processing.
M13_45_2	In vitro model	an in vitro model (meaning in glass, or in the glass) is a model underlying and experiment performed with microorganisms, cells, or biological molecules outside their normal biological context	In vitro models are experimental systems used to study biological processes outside of the organism's natural environment.|An in vitro model refers to a laboratory technique that involves studying biological phenomena in an artificial environment outside a living organism.	The in vitro model was used to analyze the effects of the drug on cell viability and proliferation.|Researchers utilized an in vitro model to investigate the cellular responses to different environmental stimuli.|The study compared the results obtained from the in vitro model with the data collected from animal experiments.|The in vitro model provided insights into the cellular mechanisms underlying the disease pathology.
M13_45_5	Stretching	stretch training is a form of physical exercise in which a specific muscle or tendon (or muscle group) is deliberately expanded and flexed in order to improve the muscle's felt elasticity and achieve comfortable muscle tone	In computer science, stretching refers to the process of scaling or resizing an object, image, or data structure to a different size while maintaining its proportions and aspect ratio.|Stretching in computer science involves the modification of the size of an object or data structure to fit specific requirements without distorting its original proportions.	The algorithm for image compression involves several steps including color quantization, discrete cosine transform, and stretching to reduce the file size without significant loss of quality.|The stretching of the array is one of the key steps in the preprocessing stage of the data mining algorithm to normalize the data distribution for further analysis.|The stretching of the network bandwidth during peak hours can lead to latency issues and degraded performance in online gaming and video streaming applications.|The concept of stretching is often employed in the field of computer graphics to improve the visual quality of rendered images and 3D models.
M13_45_6	Stretching	stretch training is a form of physical exercise in which a specific muscle or tendon (or muscle group) is deliberately expanded and flexed in order to improve the muscle's felt elasticity and achieve comfortable muscle tone	In computer science, stretching refers to the process of scaling or resizing an object, image, or data structure to a different size while maintaining its proportions and aspect ratio.|Stretching in computer science involves the modification of the size of an object or data structure to fit specific requirements without distorting its original proportions.	The algorithm for image compression involves several steps including color quantization, discrete cosine transform, and stretching to reduce the file size without significant loss of quality.|The stretching of the array is one of the key steps in the preprocessing stage of the data mining algorithm to normalize the data distribution for further analysis.|The stretching of the network bandwidth during peak hours can lead to latency issues and degraded performance in online gaming and video streaming applications.|The concept of stretching is often employed in the field of computer graphics to improve the visual quality of rendered images and 3D models.
M13_45_7	Stretching	stretch training is a form of physical exercise in which a specific muscle or tendon (or muscle group) is deliberately expanded and flexed in order to improve the muscle's felt elasticity and achieve comfortable muscle tone	In computer science, stretching refers to the process of scaling or resizing an object, image, or data structure to a different size while maintaining its proportions and aspect ratio.|Stretching in computer science involves the modification of the size of an object or data structure to fit specific requirements without distorting its original proportions.	The algorithm for image compression involves several steps including color quantization, discrete cosine transform, and stretching to reduce the file size without significant loss of quality.|The stretching of the array is one of the key steps in the preprocessing stage of the data mining algorithm to normalize the data distribution for further analysis.|The stretching of the network bandwidth during peak hours can lead to latency issues and degraded performance in online gaming and video streaming applications.|The concept of stretching is often employed in the field of computer graphics to improve the visual quality of rendered images and 3D models.
M13_45_7	Stretch	stretch training is a form of physical exercise in which a specific muscle or tendon (or muscle group) is deliberately expanded and flexed in order to improve the muscle's felt elasticity and achieve comfortable muscle tone	In computer graphics, stretch refers to the distortion or deformation of an image or object to fit a specific aspect ratio or size.|Stretching algorithms in image processing are used to adjust the dimensions of an image while preserving its content and quality.	The impact of stretch on the visual perception of users in virtual reality environments was investigated in the study.|The study examined the relationship between stretch and the perceived sharpness of images in different display resolutions.|The role of stretch in enhancing the visual aesthetics of user interfaces was a key aspect of the research project.|The study evaluated the effectiveness of different stretch techniques in improving the quality of scaled images.
M13_45_7	Tensile strain	tensile strain is defined as the deformation or elongation of a solid body due to the application of a tensile force or stress	Tensile strain is the deformation experienced by an object when subjected to stretching forces, leading to an increase in its length.|In material science, tensile strain is a crucial factor in determining the mechanical properties of a material under tension.	The tensile strain on the cable led to a decrease in its structural integrity.|The study focused on the effects of tensile strain on the electronic properties of the material rather than its mechanical behavior.
M13_45_7	Muscle contraction	a muscle contraction is the activation of tension-generating sites within muscle cells	Muscle contraction refers to the physiological process where muscle fibers generate tension and exert a force on the bones, resulting in movement at the joints.|During muscle contraction, the sarcomeres within the muscle fibers shorten, leading to the overall shortening of the muscle and the generation of force.	In computational models of biomechanics, muscle contraction is often considered as an input parameter to simulate realistic movement patterns.|The effect of muscle contraction on joint stability is a key consideration in the field of computer-aided design for orthopedic devices.
M14_46_1	Aerobic capacity	the aerobic capacity, or VO2 max, is defined as the maximum amount of oxygen that a subject can use per unit of time and body weight	Aerobic capacity refers to the maximum amount of oxygen the body can use during exercise. It is a measure of cardiovascular fitness and endurance.|Aerobic capacity can be defined as the ability of the body's circulatory and respiratory systems to supply oxygen to the muscles during sustained physical activity.	The study aimed to investigate the effects of different training programs on aerobic capacity in athletes.|The research findings suggested a correlation between aerobic capacity and the risk of cardiovascular diseases.|The new fitness app claims to improve aerobic capacity through personalized workout routines.|The study compared the aerobic capacity of individuals who engaged in different types of physical activities.
M14_46_4	Hypertrophy rate	hypertrophy rate refers to the speed or rate at which hypertrophy, the increase in size of cells or tissues, occurs. In the context of fitness and exercise, it is commonly associated with the enlargement of muscle cells, leading to muscle growth	Hypertrophy rate is the process of muscle growth and increase in size due to the enlargement of individual muscle cells.|The hypertrophy rate of skeletal muscles is influenced by various factors such as resistance training, nutrition, and hormonal balance.	The study analyzed the hypertrophy rate of different muscle groups in bodybuilders.|The research explored the relationship between hypertrophy rate and protein synthesis in muscle cells.|The hypertrophy rate of the participants was measured before and after the 12-week training program.|The study investigated the impact of different workout intensities on the hypertrophy rate of the quadriceps muscles.
M14_46_6	Higher-intensity intermittent cycling	higher-intensity intermittent cycling refers to a style of cardiovascular exercise that involves alternating between short bursts of high-intensity cycling and periods of lower-intensity or restful cycling. It is a form of high-intensity interval training (HIIT), characterized by cycles of intense effort followed by recovery phases	Higher-intensity intermittent cycling, also known as high-intensity interval training (HIIT), involves alternating between short bursts of intense exercise and periods of lower-intensity activity or rest.|The metabolic and cardiovascular benefits of higher-intensity intermittent cycling have been well-documented in numerous research studies, making it a popular training method among athletes and fitness enthusiasts.	The study compared the effects of continuous moderate-intensity cycling with higher-intensity intermittent cycling on fat oxidation and metabolic rate during and after exercise.|The findings revealed that higher-intensity intermittent cycling resulted in greater post-exercise oxygen consumption and fat oxidation compared to continuous moderate-intensity cycling.
M14_46_7	Muscle protein net balance	muscle protein net balance refers to the difference between muscle protein synthesis (MPS) and muscle protein breakdown (MPB) within a specific period	Muscle protein net balance is a critical factor in determining the overall protein turnover in muscle tissue, representing the balance between muscle protein synthesis and muscle protein breakdown.|The measurement of muscle protein net balance provides insight into the anabolic or catabolic state of muscle tissue, which is important in the context of muscle growth and recovery.	The study focused on the impact of different dietary interventions on muscle protein net balance and its implications for muscle recovery and adaptation.|The research findings suggested a relationship between muscle protein net balance and the regulation of certain metabolic pathways in muscle tissue.|The role of specific amino acids in influencing muscle protein net balance and muscle hypertrophy was a key aspect of the study.|The measurement of muscle protein net balance in response to different exercise protocols was a focus of the research investigation.
G07.1_2111507945_2	social media	Websites and applications that enable users to create and share content or to participate in social networking.	Social media refers to online platforms and websites that allow users to interact with each other, share content, and participate in social networking.|The use of social media has become increasingly prevalent in modern society, influencing communication, information dissemination, and social interactions.	The study analyzed the impact of social media on mental health but did not provide a specific definition of social media.|The research investigated the correlation between social media usage and academic performance without delving into the technical aspects of social media platforms.
G07.1_2111507945_3	framework	Set of rules, ideas, or beliefs which you use in order to deal with problems or to decide what to do.	In computer science, a framework is a pre-established, reusable set of classes, methods, and functions that provide a structure for developing software applications.|Frameworks help developers by offering a foundation on which to build and organize code, reducing the need to write repetitive code and facilitating software maintenance.	The research project utilized a framework for data analysis without explaining the specific components or functionalities of the framework.|The conference proceedings discussed the importance of using a framework for web development but did not elaborate on the details of any specific framework.
G07.1_2111507945_4	microblog contents	Entries that are often shared on social media sites in order to generate fast responses.	Microblog contents refer to short, concise posts or messages shared on microblogging platforms such as Twitter, Weibo, or Tumblr.|Microblog contents are characterized by their brevity and often serve as a means for users to share quick updates, thoughts, or information.	The analysis of microblog contents revealed a significant increase in user engagement following the implementation of the new content algorithm.|The study focused on sentiment analysis of microblog contents related to a specific event, aiming to understand public opinion and reactions.
G07.1_2111507945_5	assessments	Consideration of someone or something and a judgment about them.	Assessments in the context of computer science typically involve evaluating a system's performance, security, usability, or functionality through various tests and measurements.|In computer science, assessments are crucial for identifying strengths, weaknesses, and areas for improvement in software, hardware, networks, or algorithms.	The assessments conducted on the new software update revealed several bugs and compatibility issues with existing modules.|The team's assessments of the network infrastructure highlighted the need for enhanced security measures and scalability improvements.
G07.1_2111507945_6	identification	Recognition that something exists, is important, or is true.	Identification refers to the process of recognizing an individual, a system, or an entity by a unique set of characteristics or attributes.|In computer science, identification is the act of establishing a unique and distinct identity for a user, a device, or a resource within a system.	The identification of potential security threats in the network requires constant monitoring and analysis of incoming traffic.|The identification of patterns in large datasets is a crucial aspect of data mining and machine learning algorithms.|The identification of the source of a computer virus often involves forensic analysis of the infected system and network logs.|Identification of the most suitable algorithm for a specific problem is a key task in the field of computational complexity.
G07.1_2111507945_7	tag-based method	Method used to calculate the similarity between users, and in the process of calculating item similarity, which makes use of TAG to calculate the similarity between the current user and each user in the candidate set to filter out users with different interest points enhances the credibility of item similarity and guarantees the quality of recommendation quality.	A tag-based method involves categorizing or labeling data using descriptive tags or keywords to facilitate organization, search, and retrieval of information.|In computer science, a tag-based method is a technique that utilizes metadata tags to annotate and classify digital content for efficient indexing and retrieval.	The tag-based method of data compression relies on the use of specific markers within the data stream to indicate the beginning and end of compressed segments.|The tag-based method for image recognition involves assigning unique identifiers to specific features within the image to enable accurate object detection.|Tag-based methods have been employed in social media platforms to enhance content discoverability and user engagement.|The tag-based method for document management allows users to assign multiple tags to individual documents for improved categorization and search functionality.
G07.1_2111507945_7	social tags	Tags that allow social media users to engage an individual, business or any entity with a social profile when they mention them in a post or comment.	Social tags, also known as hashtags, are user-generated keywords that are used to categorize content on social media platforms.|In the context of computer science, social tags are used to organize and search for information within social networks and online communities.	The algorithm analyzes the frequency of occurrence of various social tags in the dataset to identify patterns of user behavior.|The research focused on the impact of social tags on the visibility and reach of social media posts.|The study examined the correlation between social tags and user engagement on different social media platforms.|The dataset included information about the usage of social tags across different demographics and geographic locations.
G07.1_2111507945_8	dataset	Collection of related sets of information that is composed of separate elements but can be manipulated as a unit by a computer.	A dataset is a collection of data that is organized and presented in a structured format for analysis and processing.|In computer science, datasets are used for training machine learning models, conducting statistical analysis, and testing algorithms.	The dataset contained information about customer preferences and purchase history for market research purposes.|The study utilized a dataset of weather patterns to analyze climate trends over the past century.|The research team collected a dataset of medical records to study the prevalence of certain diseases in different population groups.|The dataset was preprocessed to remove outliers and irrelevant data points before analysis.
G07.1_2111507945_8	effectiveness	The degree to which something is successful in producing a desired result; success.	In computer science, effectiveness refers to the capability of a system or algorithm to achieve the desired outcome or performance level with minimal resources.|The effectiveness of a machine learning model can be measured by its accuracy in predicting outcomes based on the given input data.	The study compared the effectiveness of different programming languages in terms of execution speed and memory usage.|The researchers analyzed the effectiveness of various sorting algorithms in terms of their time complexity and space complexity.
G09.1_2202800066_1	mobile devices	Piece of portable electronic equipment that can connect to the internet, especially a smartphone or tablet computer.	Mobile devices refer to portable computing devices such as smartphones, tablets, and wearables that are designed for on-the-go use and wireless connectivity.|The term 'mobile devices' is commonly used to describe handheld electronic devices that are small enough to be carried and used in any location.	The application is compatible with most mobile devices, including smartphones and tablets, allowing users to access it from various devices.|The company's new software aims to improve the security and performance of mobile devices through advanced encryption and data optimization techniques.
G09.1_2202800066_2	desktop	A view on a computer screen that contains icons (small symbols or pictures) representing files, programs, and other features of the computer.	A desktop computer is a personal computer designed for regular use at a single location on or near a desk or table due to its size and power requirements.|Desktop computers are commonly used for tasks such as word processing, web browsing, and gaming due to their powerful hardware and large display capabilities.	The software allows users to remotely access their desktops, laptops, virtual machines, and applications from a variety of devices.|The new operating system update is expected to improve the performance and security of desktop and laptop computers.
G09.1_2202800066_2	laptop	A computer small and light enough to be carried around.	A laptop, also called a notebook computer, is a portable personal computer with a clamshell form factor, suitable for mobile use.|Laptops are designed for portability and are commonly used for work, education, entertainment, and communication.	The company's latest innovation includes a range of new features for both desktop and laptop users.|The study compared the performance of different laptop and desktop configurations under various computational workloads.
G09.1_2202800066_3	applications	An official request for something, usually in writing or a computer program that is designed for a particular purpose.	Computer applications refer to software programs designed to perform specific tasks or functions.|Applications in computer science can range from simple text editors to complex data analysis software.	The conference will focus on the latest trends and research in computer applications.|The development team is currently working on new applications for the company's product line.
G09.1_2202800066_4	illegal activities	Unlawful activity that constitutes a crime under state or federal law.	Illegal activities in computer science refer to actions that violate laws or regulations related to digital technology.|Engaging in illegal activities such as hacking, phishing, or unauthorized data access can lead to severe legal consequences in the field of computer science.	The company implemented strict policies to prevent illegal activities on its network.|The study aims to analyze the impact of illegal activities on cybersecurity measures.
G09.1_2202800066_5	cyber crimes	Criminal activity that either targets or uses a computer, a computer network or a networked device.	Cyber crimes refer to illegal activities that are carried out using the internet or other digital technologies, such as hacking, phishing, and online fraud.|The term cyber crimes encompasses a wide range of criminal activities that involve the use of computers and networks to gain unauthorized access to data, disrupt systems, or commit fraud.	Law enforcement agencies are working tirelessly to combat cyber crimes and protect individuals and organizations from online threats.|The rise in cyber crimes has led to an increased demand for cybersecurity professionals who can prevent, detect, and respond to digital attacks.|The company experienced a cyber security breach last year, resulting in significant financial losses and damage to its reputation.|Cyber crimes pose a serious threat to national security, prompting governments to develop stringent laws and regulations to address digital criminal activities.
G09.1_2202800066_5	hike	Sudden or large increase in prices, rates, taxes, or quantities.	In the context of computer science, a hike can refer to a sudden and significant increase in the price of a cryptocurrency, impacting trading volumes and market dynamics.|A hike in network traffic can lead to congestion and reduced performance, especially during peak usage hours.	The company implemented measures to monitor network usage and identify the cause of the sudden hike in data transfer rates.|The hike in energy consumption was attributed to the inefficient cooling system used in the data center.|The research team analyzed the hike in system errors and identified a correlation with the recent software update.|The sudden hike in processing time raised concerns about the efficiency of the algorithm used for data analysis.
G09.1_2202800066_6	cyber forensic tools	Hardware and software tools that can be used to aid in the recovery and preservation of digital evidence.	Cyber forensic tools are software applications and techniques used to collect, preserve, and analyze digital evidence for investigative and legal purposes.|These tools help in identifying, preserving, and analyzing digital evidence from electronic devices such as computers, mobile phones, and storage media.	The investigation involved the use of cyber forensic tools to analyze the digital footprint left by the hacker.|The forensic team utilized advanced cyber forensic tools to extract and analyze data from the compromised server.|The court case relied heavily on the evidence obtained through the use of cyber forensic tools.|The efficiency and accuracy of cyber forensic tools have significantly improved the process of digital evidence collection and analysis.
G09.1_2202800066_7	digital evidence	Information stored or transmitted in binary form that may be relied on in court.	Digital evidence refers to any electronic data that can be used as evidence in a legal investigation or court proceedings.|This type of evidence can include emails, text messages, social media posts, computer files, internet history, and any other digital content that holds probative value.	The forensic team collected digital evidence from the suspect's computer to support their investigation.|The authenticity and integrity of digital evidence are crucial factors in legal proceedings.|The defense attorney challenged the admissibility of the digital evidence presented by the prosecution.|The use of encryption technology has raised challenges in the collection and preservation of digital evidence.
G09.1_2202800066_8	WinCE PDAs	Multi-purpose mobile device which functions as a personal information manager through the use of Windows CE.	WinCE PDAs refer to handheld devices that run on the Windows CE operating system, providing users with a range of productivity and entertainment features.|The WinCE PDAs are designed to offer portability and functionality, allowing users to perform tasks such as note-taking, email management, and web browsing on the go.	Many modern smartphones have surpassed the capabilities of WinCE PDAs, offering more advanced features and a wider range of applications.|In the early 2000s, WinCE PDAs faced competition from Palm OS devices, leading to a decline in their market share.|The use of WinCE PDAs in enterprise environments decreased significantly with the rise of more versatile mobile devices.|The development of WinCE PDAs was discontinued as Microsoft shifted its focus towards other mobile technologies.
G05.1_2584932255_1	health care allocation	System that aims to distribute a fair proportion of available medical supplies among healthcare providers when there are shortages.	Health care allocation involves the distribution of resources, such as medical staff, equipment, and funding, to different areas of a healthcare system based on various factors like population needs, disease prevalence, and demographic characteristics.|The process of health care allocation aims to optimize the use of available resources to ensure that healthcare services are accessible and effective for the population.	In the field of computer science, algorithms are developed to optimize health care allocation by efficiently assigning medical staff to different shifts based on patient load and priority.|Health care allocation data analysis involves the use of machine learning techniques to predict patient admission rates and allocate resources accordingly.|The impact of digital technology on health care allocation has been a subject of research in computer science to improve the efficiency and accuracy of resource distribution in healthcare systems.|Researchers in computer science are exploring the use of blockchain technology to enhance transparency and security in health care allocation processes.
G05.1_2584932255_2	public good	Benefit or well-being of the public.	In computer science, public goods refer to software or digital resources that are freely accessible to the public without restrictions or cost, such as open-source software, online educational materials, and public domain databases.|The concept of public good in computer science emphasizes the importance of providing unrestricted access to digital resources for the benefit of the community and collaborative innovation.	The development of public good software relies on the contributions of a global community of programmers and developers who collaborate to enhance the functionality and security of open-source platforms.|Public good initiatives in computer science often involve the creation of online platforms and tools that facilitate knowledge sharing and skill development among users worldwide.|The ethical considerations of public good distribution in computer science raise questions about data privacy, cybersecurity, and intellectual property rights in the digital domain.|The impact of public good initiatives on digital literacy and inclusive access to technology has gained attention in the field of computer science, leading to discussions on equitable resource distribution and digital empowerment.
