snt_id	term	definition	explanation	exp_id
M17_49_6	grave atrophy	the severe and extensive wasting or degeneration of tissues leading to muscle or organ deterioration, thus to a significant loss of structural integrity and functional capacity.	it describes the extreme and extensive deterioration of tissues, commonly observed in muscles or organs. This condition indicates a substantial loss of both structural integrity and functional capacity. Grave atrophy may result from various factors such as prolonged disuse, neurodegenerative diseases, or other pathological processes, leading to profound tissue wasting.	9
M17_49_7	nucleus	In biological terms, a nucleus is a membrane-bound organelle within cells, containing genetic material (DNA). It serves as the control center, directing cellular activities and orchestrating processes such as DNA replication and gene expression.	A nucleus, a membrane-bound organelle in cells, houses genetic material (DNA) and acts as the cellular control center. It plays a central role in directing cellular activities by regulating processes like DNA replication and gene expression. The nucleus is vital for maintaining the integrity of genetic information and coordinating essential functions within the cell.	8
M17_49_7	nucleus	a membrane-bound organelle within cells, containing genetic material (DNA) and serving as the control center.	a membrane-bound organelle in cells, it houses genetic material (DNA) and acts as the cellular control center. It plays a central role in directing cellular activities by regulating processes like DNA replication and gene expression. The nucleus is vital for maintaining the integrity of genetic information and coordinating essential functions within the cell.	9
M17_49_7	overload exercise	Overload exercise refers to a training principle involving the application of a stimulus beyond the normal physiological capacity, challenging the body to adapt and improve. It plays a key role in eliciting physiological responses, such as muscle hypertrophy and strength gains.	Overload exercise is a training principle that involves subjecting the body to a stimulus exceeding its regular physiological load. This intentional challenge encourages the body to adapt and enhance its capabilities. Overload exercises are pivotal in inducing physiological responses, including muscle hypertrophy and strength gains, by pushing the body beyond its accustomed limits during physical training.	8
M17_49_7	overload exercise	a training principle involving the application of a stimulus beyond the normal physiological capacity, challenging the body to adapt and improve.	a training principle that involves subjecting the body to a stimulus exceeding its regular physiological load. This intentional challenge encourages the body to adapt and enhance its capabilities. Overload exercises are pivotal in inducing physiological responses, including muscle hypertrophy and strength gains, by pushing the body beyond its accustomed limits during physical training.	9
M17_49_9	muscle memory	Muscle memory refers to the phenomenon where muscles retain a memory of repetitive movements, facilitating enhanced performance and motor skill acquisition. This adaptive process involves the nervous system and is crucial in activities requiring precision and coordination.	Muscle memory is the retention of motor patterns in muscles, enabling improved performance through repeated actions. This adaptive process involves the nervous system, enhancing precision and coordination in activities. Whether in sports, music, or other skills, muscle memory reflects the capacity of muscles and the brain to collaborate and optimize repeated movements.	8
M17_49_9	muscle memory	the phenomenon where muscles retain a memory of repetitive movements, facilitating enhanced performance and motor skill acquisition.	the retention of motor patterns in muscles, enabling improved performance through repeated actions. This adaptive process involves the nervous system, enhancing precision and coordination in activities. Whether in sports, music, or other skills, muscle memory reflects the capacity of muscles and the brain to collaborate and optimize repeated movements.	9
M17_49_9	strength training	Strength training is a form of exercise focusing on resistance to build and develop muscular strength. This involves lifting weights, using resistance bands, or performing bodyweight exercises, aiming to induce muscle hypertrophy, enhance endurance, and improve overall strength.	Strength training is an exercise regimen concentrating on resistance to enhance muscular strength. It encompasses activities like weightlifting, resistance band exercises, or bodyweight workouts. The goal is to induce muscle hypertrophy, boost endurance, and enhance overall strength. Consistent strength training contributes to improved physical performance, body composition, and functional capacity.	8
M17_49_9	strength training	exercises that utilize external resistance to induce muscle contraction, promoting strength, endurance, and hypertrophy.	refers to excercises that employ external resistance to stimulate muscle contractions, fostering gains in strength, endurance, and muscle size (hypertrophy). Activities like weightlifting, using resistance bands, or bodyweight exercises constitute this form of training, contributing not only to muscle development but also overall physical fitness and functional capacity.	9
M18_50_2	Adiposity	"Adiposity refers to body fat and is derived from ""adipo,"" referring to fat."	It refers to the fat tissue present in the body	16
M18_50_2	Observational studies	Observational studies are research studies in which researchers collect information from participants or look at data that was already collected. 	It refers to researches which are focused on data-collecting and analysing	16
M18_50_3	Lean mass	Body mass can be divided into two major components: body fat (energy stores) and lean mass (including muscle, organs, and bones	It refers to the part of body mass which isn’t composed of fat tissue, but by other components	16
M18_50_3	Meta analysis	Meta-analysis is a quantitative, formal, epidemiological study design used to systematically assess the results of previous research to derive conclusions about that body of research. Typically, but not necessarily, the study is based on randomized, controlled clinical trials	It refers to studies focusing on verifying the results of past researches on the same topic, sometimes employing randomized trials	16
M18_50_3	Narrative review	Narrative review is an umbrella term for a collection of review types in which the review process goes beyond an opinion or commentary. In a narrative review, researchers can pursue an extensive description and interpretation of previously published writing on a chosen topic	It refers to different review types which include more than commentary/opinions, thanks to an in-depth analysis by its researchers	16
M18_50_4	Body fat percentage	The BFP of a person or other organism is the total mass of fat divided by the total body mass, multiplied by 100	It refers to the percentage of body fat present in a body	16
M18_50_4	Feeding frequency	number of times of feeding in a day	It refers to the number of feedings made by human or animal in a specific time window	16
M18_50_5	Body composition	Body composition is a universal term used in the health and fitness industry. Doctors use body composition to find what percentage of the body weight is fat	It refers to the percentage of fat tissue in the person’s body, applied in medicine and fitness	16
M18_50_5	Feeding frequency	number of times of feeding in a day	It refers to the number of feedings made by human or animal in a specific time window	16
M18_50_5	Meta analysis	Meta-analysis is a quantitative, formal, epidemiological study design used to systematically assess the results of previous research to derive conclusions about that body of research. Typically, but not necessarily, the study is based on randomized, controlled clinical trials	It refers to studies focusing on verifying the results of past researches on the same topic, sometimes employing randomized trials	16
M18_50_5	Sensitivity analysis	Sensitivity analysis determines the effectiveness of antibiotics against microorganisms (germs) such as bacteria that have been isolated from cultures.	It refers to the results of antibiotics applied to isolated microorganisms which have been cultivated	16
M20_52_1	human aging	Human aging refers to the multifaceted biological process encompassing time-dependent structural and functional changes at the cellular and molecular levels, resulting in a gradual decline of physiological integrity, resilience, and homeostasis.	Human aging involves the intricate biological progression where over time, there are various changes at the microscopic and molecular levels in our bodies. These alterations lead to a gradual decline in overall health, resilience, and the ability to maintain internal balance, known as homeostasis.	8
M20_52_1	human aging	the multifaceted biological process encompassing time-dependent structural and functional changes at the cellular and molecular levels in the human body.	it involves the intricate biological progression where over time, there are various changes at the microscopic and molecular levels in human bodies. These alterations lead to a gradual decline in overall health, resilience, and the ability to maintain internal balance, known as homeostasis.	9
M20_52_1	skeletal muscle	Skeletal muscle refers to the voluntary striated muscle tissue constituting the muscular system, attached to bones by tendons, enabling body movement through contraction and relaxation, under conscious control.	Skeletal muscle, the consciously controlled muscle tissue attached to bones, powers movement through contraction and relaxation. Striated in appearance, it works with tendons, connecting muscle to bone. This voluntary system forms the foundation of bodily motion and is distinct from involuntary muscles, like those in the heart or digestive tract.	8
M20_52_1	skeletal muscle	the voluntary striated muscle tissue attached to bones by tendons, enabling body movement through contraction and relaxation.	the consciously controlled muscle tissue attached to bones, powers movement through contraction and relaxation. Striated in appearance, it works with tendons, connecting muscle to bone. This voluntary system forms the foundation of bodily motion and is distinct from involuntary muscles, like those in the heart or digestive tract.	9
M20_52_2	muscle mass	Muscle mass refers to the total weight of skeletal muscles in the body, encompassing both lean and fat components. It signifies the overall quantity of muscle tissue and plays a crucial role in physical performance and metabolic health.	Muscle mass represents the combined weight of skeletal muscles, incorporating both lean and fat elements. This metric is pivotal in assessing the quantity of muscle tissue, influencing physical performance and metabolic health. Adequate muscle mass contributes to strength, mobility, and overall well-being, while its decline may impact functionality and metabolism.	8
M20_52_2	muscle mass	the total weight of skeletal muscles in the body, encompassing both lean and fat components.	it represents the combined weight of skeletal muscles, incorporating both lean and fat elements. This metric is pivotal in assessing the quantity of muscle tissue, influencing physical performance and metabolic health. Adequate muscle mass contributes to strength, mobility, and overall well-being, while its decline may impact functionality and metabolism.	9
M20_52_2	musculoskeletal impairment	Musculoskeletal impairment refers to conditions affecting the body's musculoskeletal system, involving bones, muscles, joints, ligaments, and tendons. These disorders lead to functional limitations, pain, and reduced mobility, impacting daily activities and overall well-being.	Musculoskeletal impairment encompasses disorders affecting the body's framework—bones, muscles, joints, ligaments, and tendons. These conditions result in functional limitations, pain, and decreased mobility, adversely affecting day-to-day activities and overall quality of life. Common examples include arthritis and injuries, highlighting the broad range of issues within the musculoskeletal system.	8
M20_52_2	musculoskeletal impairment	refers to conditions affecting the body's musculoskeletal system, leading to functional limitations, pain, and reduced mobility.	it encompasses disorders affecting the body's framework—bones, muscles, joints, ligaments, and tendons. These conditions result in functional limitations, pain, and decreased mobility, adversely affecting day-to-day activities and overall quality of life. Common examples include arthritis and injuries, highlighting the broad range of issues within the musculoskeletal system.	9
M20_52_2	sarcopenia	Sarcopenia denotes the age-related decline in skeletal muscle mass, strength, and function, characterized by the progressive loss of muscle tissue and diminished muscle quality, impacting physical performance and increasing frailty.	Sarcopenia is the age-associated reduction in muscle mass, strength, and function. This condition involves the gradual deterioration of muscle tissue, leading to decreased physical performance and increased frailty. As a consequence, individuals with sarcopenia may experience challenges in daily activities due to the weakening and loss of muscle quality.	8
M20_52_2	sarcopenia	the age-related decline in skeletal muscle mass, strength, and function, impacting physical performance and increasing frailty.	the age-associated reduction in muscle mass, strength, and function. This condition involves the gradual deterioration of muscle tissue, leading to decreased physical performance and increased frailty. As a consequence, individuals with sarcopenia may experience challenges in daily activities due to the weakening and loss of muscle quality.	9
M20_52_3	functional mobility	Functional mobility refers to an individual's capacity to move safely and efficiently in various environments, encompassing activities such as walking, transferring, and navigating obstacles. It reflects the integration of strength, balance, and coordination for daily tasks.	Functional mobility signifies a person's ability to move safely and effectively across different settings, involving activities like walking, transferring, and negotiating obstacles. It embodies the harmonious interplay of strength, balance, and coordination essential for everyday tasks. A high level of functional mobility supports independence and quality of life by facilitating routine movements.	8
M20_52_3	functional mobility	an individual's capacity to move safely and efficiently in various environments, it reflects the integration of strength, balance, and coordination for daily tasks.	a person's ability to move safely and effectively across different settings, involving activities like walking, transferring, and negotiating obstacles. It embodies the harmonious interplay of strength, balance, and coordination essential for everyday tasks. A high level of functional mobility supports independence and quality of life by facilitating routine movements.	9
M20_52_3	resistance training	Resistance training, or strength training, involves exercises utilizing external resistance to induce muscle contraction, promoting strength, endurance, and hypertrophy. It encompasses methods such as weightlifting, resistance bands, or bodyweight exercises to enhance muscular fitness.	Resistance training, synonymous with strength training, employs external resistance to stimulate muscle contractions, fostering gains in strength, endurance, and muscle size (hypertrophy). Activities like weightlifting, using resistance bands, or bodyweight exercises constitute this form of training, contributing not only to muscle development but also overall physical fitness and functional capacity.	8
M20_52_3	resistance training	category of exercises that utilize external resistance to induce muscle contraction, promoting strength, endurance, and hypertrophy.	refers to excercises that employ external resistance to stimulate muscle contractions, fostering gains in strength, endurance, and muscle size (hypertrophy). Activities like weightlifting, using resistance bands, or bodyweight exercises constitute this form of training, contributing not only to muscle development but also overall physical fitness and functional capacity.	9
M20_52_3	skeletal muscle function deficit	Skeletal muscle function deficit refers to an impairment in the ability of voluntary striated muscles to generate force and perform essential movements, often resulting from factors such as injury, neuromuscular disorders, or age-related decline.	Skeletal muscle function deficit denotes a decline in the capacity of voluntary striated muscles to generate force and execute vital movements. This impairment can stem from various causes, including injuries, neuromuscular disorders, or the natural aging process. It manifests as a reduced ability to perform tasks requiring muscle strength and coordination, impacting daily activities.	8
M20_52_3	skeletal muscle function deficit	an impairment in the ability of voluntary striated muscles to generate force and perform essential movements.	it denotes a decline in the capacity of voluntary striated muscles to generate force and execute vital movements. This impairment can stem from various causes, including injuries, neuromuscular disorders, or the natural aging process. It manifests as a reduced ability to perform tasks requiring muscle strength and coordination, impacting daily activities.	9
M20_52_4	clinician	A clinician is a healthcare professional, typically a physician, nurse, or therapist, engaged in direct patient care, diagnosis, treatment, and management of medical conditions. Clinicians utilize medical knowledge and practical skills to deliver patient-centered healthcare	A clinician is a healthcare practitioner, often a physician, nurse, or therapist, directly involved in patient care. Their role encompasses diagnosing, treating, and managing medical conditions. Utilizing a combination of medical expertise and hands-on skills, clinicians deliver patient-centered healthcare, working to optimize individual well-being through personalized treatment plans and interventions.	8
M20_52_4	clinician	a healthcare professional engaged in direct patient care, diagnosis, treatment, and management of medical conditions.	a healthcare practitioner, often a physician, nurse, or therapist, directly involved in patient care. Their role encompasses diagnosing, treating, and managing medical conditions. Utilizing a combination of medical expertise and hands-on skills, clinicians deliver patient-centered healthcare, working to optimize individual well-being through personalized treatment plans and interventions.	9
M20_52_5	dynamic balance	dynamic balance refers to the ability to maintain stability and control during movement or activities. It involves the coordination of sensory input, muscular function, and spatial awareness to prevent falls and enhance mobility.	dynamic balance pertains to maintaining stability and control during movement or activities. This encompasses the integration of sensory input, muscular function, and spatial awareness. Enhancing dynamic balance is crucial for preventing falls and promoting safe mobility, ensuring individuals can navigate varied environments with confidence and reduced risk of accidents.	8
M20_52_5	dynamic balance	the ability to maintain stability and control during movement or activities, it involves the coordination of sensory input, muscular function, and spatial awareness.	the baility to maintain stability and control during movement or activities. This encompasses the integration of sensory input, muscular function, and spatial awareness. Enhancing dynamic balance is crucial for preventing falls and promoting safe mobility, ensuring individuals can navigate varied environments with confidence and reduced risk of accidents.	9
M20_52_5	static balance	Static balance refers to the ability to maintain postural stability and equilibrium during stationary positions, crucial for preventing falls. It involves the integration of sensory input and musculoskeletal control.	static balance denotes the capacity to sustain stability and equilibrium while stationary, a critical factor in fall prevention. Achieving static balance requires the coordination of sensory input and musculoskeletal control, emphasizing the importance of maintaining a steady posture to reduce the risk of falls in elderly populations.	8
M20_52_5	static balance	the ability to maintain postural stability and equilibrium during stationary positions, it involves the integration of sensory input and musculoskeletal control.	the capacity to sustain stability and equilibrium while stationary, a critical factor in fall prevention. Achieving static balance requires the coordination of sensory input and musculoskeletal control, emphasizing the importance of maintaining a steady posture to reduce the risk of falls in elderly populations.	9
M22_54_1	"""bout"""	period of time spent doing something	period of time doing something, like exercising	6
M22_54_1	"""end"""	cessation of something	termination of something, marking the boundary between its existence and non-existence	6
M22_54_1	"""exercise"""	physical activity performed deliberately to achieve specific health or fitness goals	physical activity that involves using your muscles to work in a controlled activity, such as lifting weights, running, or swimming	6
M22_54_1	"""recovered state"""	condition of restoration or healing	condition of restoration or healing characterized by a return to a previous or optimal level of functioning following a disruption or impairment	6
M22_54_1	"""recovery"""	process of returning to a state of well-being following a period of disruption or impairment	process of regaining health, stability, or normal functioning after experiencing a setback, illness, or challenging situation	6
M22_54_1	"""resting state"""	state of low external stimulation and minimal task engagement	state of inactivity, not partaking in much physical activity	6
M22_54_1	"""return"""	the act or an instance of coming back	the act or an instance of coming or going back, as to a former place or condition	6
M22_54_1	"""time period"""	specific span of time characterized by distinct beginning and end points within the continuous flow of time	specific span of time that serves as a unit for measuring and organizing events, activities, or durations	6
M22_54_2	"""exercise"""	physical activity performed deliberately to achieve specific health or fitness goals	physical activity that involves using your muscles to work in a controlled activity, such as lifting weights, running, or swimming	6
M22_54_2	"""exercising states"""	physiological state characterized by increased muscular activity, metabolic demands, and cardiovascular strain	physiological state characterized by  changes in heart rate, blood pressure, respiratory rate, muscle contractions, and hormonal secretions due to physical exertion	6
M22_54_2	"""physiological processes"""	process concerned with an organism's healthy or normal functioning	a series of biochemical reactions and physical activities that occur within an organism to maintain its normal functioning and survival	6
M22_54_2	"""physiological states"""	state of an organism's physiology	state of an organism based on its healthy or normal functioning	6
M22_54_2	"""physiology"""	processes and functions of all or part of an organism	organic processes and phenomena of an organism or any of its parts or of a particular bodily process	6
M22_54_2	"""resting states"""	state of low external stimulation and minimal task engagement	state of inactivity, not partaking in much physical activity	6
M22_54_3	"""cardiovascular system"""	network of organs that transport blood throughout the body, delivering oxygen and nutrients to cells and removing waste products	network of arteries and veins through which the heart pumps blood to the body	6
M22_54_3	"""characteristics"""	quality or feature that belong to a person or thing and make them recognizable	distinguishing trait, quality, or property that belongs to a person and thing and make them recognizable	6
M22_54_3	"""context"""	parts of a discourse that surround a word or passage and can throw light on its meaning	general situation that relates to an idea or event, and which helps it to be understood	6
M22_54_3	"""exercise"""	physical activity performed deliberately to achieve specific health or fitness goals	physical activity that involves using your muscles to work in a controlled activity, such as lifting weights, running, or swimming	6
M22_54_3	"""hours"""	the 24th part of a day	period of sixty minutes	6
M22_54_3	"""minutes"""	the 60th part of an hour of time	one of the sixty parts that an hour is divided into	6
M22_54_3	"""period"""	portion of time determined by some recurring phenomenon	the interval of time required for a cyclic motion or phenomenon to complete a cycle and begin to repeat itself	6
M22_54_3	"""recovery"""	process of returning to a state of well-being following a period of disruption or impairment	process of regaining health, stability, or normal functioning after experiencing a setback, illness, or challenging situation	6
M22_54_3	"""system"""	group of body organs that together perform one or more vital functions	the body's organs and other parts that together perform particular functions	6
M22_54_3	"""time"""	measured or measurable period during which an action, process, or condition exists or continues	period that you spend doing something or when something has been happening	6
M22_54_4	"""cardiovascular instability"""	condition that prevents the cardiovascular system from mantaining stable circulation	condition characterized by fluctuations in blood pressure, heart rate, or other vital signs that indicate an inability of the cardiovascular system to maintain stable circulation	6
M22_54_4	"""changes"""	the act, process, or result of changing or being changed	the act or fact of changing or being changed	6
M22_54_4	"""exercise training"""	physical activity performed deliberately to achieve specific health or fitness goals	physical activity that involves using your muscles to work in a controlled activity, such as lifting weights, running, or swimming	6
M22_54_4	"""long-term adaptation"""	process of adjusting to persistent or recurring changes in the environment or internal conditions in a way that allows for sustained survival and well-being	process involving a combination of physiological, behavioral, and developmental changes that enable an organism or system to cope with ongoing challenges and maintain stability over extended periods	6
M22_54_4	"""recovery"""	process of returning to a state of well-being following a period of disruption or impairment	process of regaining health, stability, or normal functioning after experiencing a setback, illness, or challenging situation	6
M22_54_5	"""additional training stress"""	any external demands or stressors that are added to an individual's existing training regimen	any external demands or stressors that are added to an individual's existing training regimen. It can include factors such as increased training volume, intensity, or frequency, as well as lifestyle factors such as sleep deprivation, poor nutrition, or mental stress	6
M22_54_5	"""cardiovascular system"""	network of organs that transport blood throughout the body, delivering oxygen and nutrients to cells and removing waste products	network of arteries and veins through which the heart pumps blood to the body	6
M22_54_5	"""changes"""	the act, process, or result of changing or being changed	the act or fact of changing or being changed	6
M22_54_5	"""insight"""	ability to perceive clearly or deeply	penetrating and often sudden understanding, as of a complex situation or problem	6
M22_54_5	"""prior training"""	knowledge and skills acquired through previous learning experiences	knowledge and skills acquired through previous learning experiences and learning acivities, including educational courses, work-based training, self-directed learning, and life experiences	6
M22_54_6	"""aerobic exercise"""	physical activity that uses large muscle groups in a continuous rhythmic manner to improve cardiovascular endurance	any physical activity that uses large muscle groups in a continuous rhythmic manner to improve cardiovascular endurance. It involves working your heart and lungs to deliver oxygen to your muscles, thereby conditioning your body's ability to use oxygen efficiently	6
M22_54_6	"""cardiovascular recovery"""	process by which the cardiovascular system returns to its resting state after strenuous exercise or other physical activities	process by which the cardiovascular system returns to its resting state after strenuous exercise thanks to a series of physiological mechanisms that restore the heart rate, blood pressure, and other cardiovascular parameters to their pre-exercise levels	6
M22_54_6	"""hemodynamic adjustments"""	changes in blood flow, blood pressure, and blood vessel diameter	changes in blood flow, blood pressure, and blood vessel diameter that occur in response to various physical and physiological stimuli and that help to maintain the body's overall homeostasis	6
M22_54_6	"""resistance"""	act of resisting	act, power, capaciy to resist	6
M22_54_6	"""review"""	formal examination of a situation or system by people in authority	formal examination of a situation or system made by people in authority, usually done in order to see whether it can be improved or corrected	6
M22_54_6	"""underlying causes"""	root factors that contribute to a particular condition or situation	root factors that contribute to a particular condition or situation that often lie beneath the surface and are not immediately apparent	6
M22_54_7	"""aerobic exercise"""	physical activity that uses large muscle groups in a continuous rhythmic manner to improve cardiovascular endurance	any physical activity that uses large muscle groups in a continuous rhythmic manner to improve cardiovascular endurance. It involves working your heart and lungs to deliver oxygen to your muscles, thereby conditioning your body's ability to use oxygen efficiently	6
M22_54_7	"""clinical relevance"""	applicability of scientific findings or research to the practice of clinical medicine	applicability of scientific findings that assesses whether research findings can be applied to the practise of clinica medicine	6
M22_54_7	"""hypotensive effect"""	ability of a substance or action to lower blood pressure	ability of a substance or action to lower blood pressure, often by relaxing the smooth muscles in the walls of blood vessels, causing them to dilate	6
M22_54_7	"""mechanisms"""	fundamental processes involved in or responsible for an action, reaction, or other natural phenomenon	any system or means for doing something, such as a physical or mental process or processes, whether conscious or unconscious, by which some result is produced	6
M22_54_7	"""primary emphasis"""	main point of attention in a particular context or situation	cenral focus of a particular context or situation that highlights the aspect that receives the most attention or importance, shaping the overall approach or perspective	6
M22_54_7	"""resistance exercise"""	type of exercise that involves using resistance to build muscle strength and endurance	type of exercise that involves building muscle strength by using resistance. This resistance can come from various sources, such as free weights, machines, resistance bands, or even your own body weight	6
M22_54_7	"""symptomatic hypotension"""	condition in which blood pressure drops significantly when you stand up from a sitting or lying position	condition that can cause dizziness, lightheadedness, or even fainting, in which blood pressure drops significantly when you stand up from a sitting or lying position	6
M22_54_7	"""syncope"""	sudden, temporary loss of consciousness	sudden, temporary loss of consciousness hat occurs when the brain doesn't get enough oxygen due to a sudden drop in blood pressure, a decrease in blood flow to the brain, or a problem with the heart or lungs	6
M22_54_8	"""benefits"""	something that produces an advantage	something that produces good or helpful results or effects or that promotes well-being	6
M22_54_8	"""cardiovascular recovery"""	process by which the cardiovascular system returns to its resting state after strenuous exercise or other physical activities	process by which the cardiovascular system returns to its resting state after strenuous exercise thanks to a series of physiological mechanisms that restore the heart rate, blood pressure, and other cardiovascular parameters to their pre-exercise levels	6
M22_54_8	"""information"""	knowledge acquired through experience or study	knowledge acquired through experience, investigation or study	6
M22_54_8	"""practical application"""	implementation of knowledge or theory into real-world settings	process of translating theorethic ideas into concrete actions	6
M22_54_8	"""state"""	mode or condition of being	condition of a person, thing, etc, with regard to main attributes	6
M22_54_8	"""strategies"""	careful plan or method intended to achieve something	general plan or set of plans intended to achieve something	6
M22_54_8	"""vulnerability"""	capacity of being physically or emotionally wounded	being capable of being physically or emotionally wounded or hurt	6
M22_54_9	"""appropriate field measures"""	instruments, tools, or techniques used to gather data in a specific field or discipline	specific instruments and techniques used to gather data in a specific field or discipline, that are chosen based on the nature of the data being collected, the specific research question being addressed, and the limitations of the field or environment	6
M22_54_9	"""athlete"""	person who does a sport	person who is trained or skilled in exercises, sports, or games requiring physical strength, agility, or stamina	6
M22_54_9	"""training"""	physical activity performed deliberately to achieve specific health or fitness goals	physical activity that involves using your muscles to work in a controlled activity, such as lifting weights, running, or swimming	6
M23_55_1	"""arthritis"""	medical condition concerning the inflammation of one or more joints, often accompanied by pain, swelling, stiffness, and reduced joint mobility	medical condition that includes a group of inflammatory joint disorders, each with unique characteristics, causes, and manifestations	6
M23_55_1	"""diabetes"""	chronic metabolic disorder characterized by elevated blood glucose levels due to insufficient insulin production, impaired insulin function, or both	chronic metabolic disorder that includes a group of conditions that affect how the body utilizes and regulates blood sugar (glucose)	6
M23_55_1	"""exercise"""	physical activity performed deliberately to achieve specific health or fitness goals	physical activity that involves using your muscles to work in a controlled activity, such as lifting weights, running, or swimming	6
M23_55_1	"""exercise"""	physical activity performed deliberately to achieve specific health or fitness goals	physical activity that involves using your muscles to work in a controlled activity, such as lifting weights, running, or swimming	6
M23_55_1	"""key tools"""	instruments, methodologies, or resources essential for accomplishing specific tasks, achieving goals, or solving problems within a given context	instruments chosen based on their ability to facilitate efficiency, effectiveness, or success in a particular situation	6
M23_55_1	"""medical conditions"""	state of health or disease recognized by medical professionals, characterized by specific signs, symptoms, or diagnostic criteria	state of health or disease that medical professionals identify based on specific signs, symptoms, or established diagnostic criteria	6
M23_55_1	"""medicine"""	substance or combination of substances presented for treating or preventing disease in human beings	substance or combination of substances which may be administered to human beings with a view to making a medical diagnosis or to restoring, correcting or modifying physiological functions in human beings	6
M23_55_1	"""notion"""	idea often used to describe a mental construct, belief, or abstract concept	conceptual understandig employed to convey a thought, perception, or understanding about a particular subject	6
M23_55_1	"""physical activity"""	deliberate bodily movements that engage skeletal muscles and require energy expenditure, with the purpose of enhancing or maintaining overall health	deliberate bodily movements to improve cardiovascular health, maintain optimal body weight, enhance muscular strength and flexibility, and promote mental well-being	6
M23_55_1	"""prevention"""	set of measures and strategies designed to avert or minimize the occurrence and development of diseases	proactive set of measures purposefully implemented to anticipate and address risks, emphasizing early detection, lifestyle modifications, and public health initiatives	6
M23_55_1	"""treatment"""	set of interventions, procedures, or therapeutic measures applied to address, alleviate, or manage a medical condition, injury, or health-related issue	set of procedures administered to achieve specific health-related goals, often involving medical, surgical, pharmacological, or rehabilitative approaches.	6
M23_55_2	"""cachexia"""	syndrome characterized by severe weight loss, muscle atrophy, weakness, and overall decline in physical function, often associated with chronic illnesses such as cancer, heart failure, or chronic obstructive pulmonary disease	syndrome that extends beyond simple malnutrition, involving systemic inflammation and metabolic abnormalities, which result in a state of progressive wasting and decline in overall health	6
M23_55_2	"""cardio-respiratory capacity"""	indication of the integrated functioning of the cardiovascular and respiratory systems, specifically referring to the body's ability to transport oxygen to tissues and remove carbon dioxide during sustained physical activity	indication purposefully evaluated to gauge the efficiency and effectiveness of the cardiovascular and respiratory systems in meeting the demands of sustained exercise	6
M23_55_2	"""cardiovascular risk"""	probability or likelihood of an individual experiencing cardiovascular events or developing cardiovascular diseases based on a combination of identifiable risk factors	probability of an individual experiencing cardiovascular events, such as heart attacks or strokes, taking into account factors like hypertension, high cholesterol, smoking, diabetes, and family history	6
M23_55_2	"""exercise"""	physical activity performed deliberately to achieve specific health or fitness goals	physical activity that involves using your muscles to work in a controlled activity, such as lifting weights, running, or swimming	6
M23_55_2	"""favorable effects"""	positive outcomes resulting from specific actions, interventions or circumstances	positive outcomes purposefully sought or observed as a result of intentional efforts, decisions, or external factors	6
M23_55_2	"""hypertension"""	chronic condition characterized by elevated blood pressure consistently exceeding normal levels, increasing the risk of cardiovascular diseases	condition where the force of blood against the walls of the arteries is consistently too high, and may result in an increased	6
M23_55_2	"""inflammation"""	localized protective response of the body's tissues to injury, infection, or irritation, characterized by redness, swelling, heat, and pain	complex biological response involving the activation of immune cells, release of signaling molecules, and changes in blood flow	6
M23_55_2	"""physical functioning"""	ability and efficiency with which an individual performs various physical tasks and activities in daily life	ability of an individual to perform physical tasks and activities in daily life, including mobility, strength, coordination, balance, and endurance	6
M23_55_2	"""strenght"""	attribute of the muscular system, representing the ability of muscles or muscle groups to generate force against resistance	attribute of the muscular system purposefully assessed to quantify the force-producing capacity of muscles, providing a basis for evaluating physical performance and designing targeted training regimens	6
M23_55_2	cachexia	Medical condition that leads to extreme weight loss and muscle wastage.	Medical condition related to an underlying illness that causes extreme weight loss and muscle wastage.	11
M23_55_3	"""chronic kidney disease"""	medical condition characterized by the impaired function of the kidneys	pathological condition in which the kidneys experience a decline in their ability to effectively filter and excrete waste products and excess fluids from the bloodstream	6
M23_55_3	"""condition"""	state of health or disease recognized by medical professionals, characterized by specific signs, symptoms, or diagnostic criteria	state of health or disease that medical professionals identify based on specific signs, symptoms, or established diagnostic criteria	6
M23_55_3	"""exercise-based therapy"""	approach to healthcare that utilizes physical activity or  planned exercises as a core component of treatment or rehabilitation strategies	approach to healthcare that involves incorporatiing exercise for therapeutic purposes	6
M23_55_3	"""population"""	group of individuals or elements possessing specific characteristics, attributes, or criteria within a particular geographical area, community or domain	group of individuals often identified to represent a group with shared characteristics, serving as a focus for research, analysis, or interventions	6
M23_55_3	"""target"""	objective or goal set for attainment, often within a defined timeframe or context	goal purposefully established to direct efforts, actions, or resources toward achieving a predetermined outcome	6
M23_55_4	"""condition"""	state of health or disease recognized by medical professionals, characterized by specific signs, symptoms, or diagnostic criteria	state of health or disease that medical professionals identify based on specific signs, symptoms, or established diagnostic criteria	6
M23_55_4	"""dialysis"""	medical procedure designed to artificially and systematically remove waste products, excess fluids, and toxins from the blood of individuals with compromised kidney function	medical procedure employed as a life-sustaining intervention for individuals experiencing renal failure or significant impairment in kidney function	6
M23_55_4	"""exercise"""	physical activity performed deliberately to achieve specific health or fitness goals	physical activity that involves using your muscles to work in a controlled activity, such as lifting weights, running, or swimming	6
M23_55_4	"""kidney disease"""	medical condition characterized by the impaired function of the kidneys	pathological condition in which the kidneys experience a decline in their ability to effectively filter and excrete waste products and excess fluids from the bloodstream	6
